card_no,drug_name,drug_company,drug_brand,nhs_number,available_cities,store_phone,user_email_address,user_name,user_spoken_language,user_gender,purchase_date
3557672738951703,Pharbedryl,"Pharbest Pharmaceuticals, Inc.",HAND AND NATURE SANITIZER,5675825649,Dobrošte,(468) 4763789,mcrimin7h@sourceforge.net,Mohandas Crimin,West Frisian,M,2022-02-06
3578475097757546,Naproxen,"Physicians Total Care, Inc.",Pacifica CC broad spectrum SPF 17 LIGHT,7755181405,Velille,(691) 4659907,gvasyutin7i@patch.com,Giorgia Vasyutin,Papiamento,F,2022-05-27
633110508064348995,Green Guard Cough Drop Relief,Unifirst First Aid Corporation,Arabic Gum,1706255314,Geneng Tengah,(601) 5705634,bgludor7j@theguardian.com,Brendis Gludor,Fijian,F,2022-06-21
343387487445451,Hydrocodone Bitartrate and Ibuprofen,STAT RX USA LLC,Lacura Invisible Solid Shower Fresh,6359054132,Hanshou,(669) 8980432,bbenneton7k@answers.com,Beryle Benneton,Nepali,M,2021-11-17
5602247430470250,LIQUIDAMBAR STYRACIFLUA POLLEN,"ALK-Abello, Inc.",Carvedilol,3810232033,Emiliano Zapata,(674) 7717294,afearnsides7l@unc.edu,Angy Fearnsides,Arabic,M,2021-09-10
5484260921418897,Erythromycin,VersaPharm Incorporated,Metoprolol Tartrate,9778729298,Wakiso,(803) 4292532,tkimmince7m@deviantart.com,Teddy Kimmince,Filipino,F,2022-04-02
3587051047043946,REYATAZ,"E.R. Squibb & Sons, L.L.C.",Rx Act Heartburn Prevention,0364925043,Caluya,(140) 7611353,vponceford7n@bing.com,Vergil Ponceford,Dzongkha,F,2022-02-18
4917391437853986,ANTIBACTERIAL HAND SP WITH LIGHT MOISTURIZERS REFILL,SAM'S WEST INC.,Lidocaine Viscous,3149112559,Kasulu,(358) 9444356,ohilldrop7o@google.com.hk,Oralie Hilldrop,Hiri Motu,M,2022-05-15
3528100289448123,Lithium Carbonate,"PD-Rx Pharmaceuticals, Inc.",Levetiracetam,3240961377,Tuojiang,(398) 6512956,rmcmennum7p@vk.com,Renie McMennum,Indonesian,M,2021-12-10
4405679748377680,BETAMETHASONE CLOTRIMAZOLE,Stat Rx USA,cold relief,7169838591,Banghai,(182) 8207540,bhartell7q@forbes.com,Boy Hartell,Punjabi,F,2022-07-17
201875259789578,HyVee,HyVee Inc,Etodolac,4733587546,Yayao,(896) 1613280,cbuye7r@mozilla.com,Cassius Buye,Burmese,M,2022-03-21
5100170616475439,Skin Rash Complex,"Nova Homeopathic Therapeutics, Inc.",Galan 40 (Number 46),8551659057,Panganiban,(335) 8382311,fbrenton7s@facebook.com,Freddie Brenton,Guaraní,F,2021-09-27
3546492730270067,Lip Remedy Medicinal Lip Balm,"GANZ U.S.A., LLC","Food - Animal Products and Poultry Products, Egg, Yolk Gallus sp.",1093738375,Kakamega,(769) 4126314,kelloit7t@smugmug.com,Keeley Elloit,Malay,M,2022-06-17
30202949030312,Acetaminophen,Rebel Distributors Corp,Mineral Oil,0054994802,Ranot,(557) 1737035,smulqueeny7u@acquirethisname.com,Stella Mulqueeny,Malagasy,F,2022-04-10
5602244163451052,ACALYPHA INDICA,HOMEOLAB USA INC.,hemorrhoidal,7035754873,Jerez,(564) 2413520,igoodlad7v@ca.gov,Ingrim Goodlad,Malay,M,2021-09-25
3530473475934677,Hydrochlorothiazide,Citron Pharma LLC,Nighttime Sleep Aid,3413516566,Bahir Dar,(653) 1459187,rcochran7w@boston.com,Rachel Cochran,Azeri,M,2022-06-02
501826285540832371,Sweet Gum,"Nelco Laboratories, Inc.",HistaFlex,0246349182,Sosnovyy Bor,(778) 4448294,jaaronson7x@scientificamerican.com,Janot Aaronson,Tetum,M,2022-04-14
3540416481719739,TIMENTIN,GlaxoSmithKline LLC,Dipyridamole,7457228403,Gonzalo Pizarro,(170) 3087415,vledwich7y@psu.edu,Vic Ledwich,Pashto,F,2022-06-19
373002362655180,REBIF REBIDOSE,"EMD Serono, Inc.",Lorazepam,5072237605,Bauchi,(995) 5175367,pbillborough7z@ucsd.edu,Phil Billborough,Burmese,F,2022-02-25
5048370668348014,Dexrazoxane Hydrochloride,Mylan Institutional LLC,Levetiracetam,7379103350,Ndom,(412) 4559962,jbetterton80@phpbb.com,Jordon Betterton,Greek,M,2021-09-11
3548411699761500,Quinapril,Rebel Distributors Corp,TRUEplus diabetics intensive moisturizing,9653472496,Étampes,(439) 5416081,lcircuitt81@webnode.com,Lorette Circuitt,Somali,M,2021-12-02
3532071842953574,ADRENOCORTICOTROPHIN,HOMEOLAB USA INC.,Secret Clinical Strength,9140184544,La Carlota,(255) 6605199,apedycan82@archive.org,Alvera Pedycan,Polish,M,2022-02-22
3554500975423800,Actoplus Met,"Takeda Pharmaceuticals America, Inc.",Candida High Potency 9,4167611589,Songshan,(650) 8295075,cedmands83@parallels.com,Caro Edmands,Portuguese,F,2022-01-02
4026389233262665,Maprotiline Hydrochloride,Mylan Pharmaceuticals Inc.,Health Mart Iodine Tincture Mild,6072603084,Taoyuan,(917) 4201081,bskip84@shinystat.com,Bentley Skip,Malayalam,F,2021-10-17
5108759067099557,GFA First Aid,"Genuine First Aid, LLC",Promethazine Hydrochloride,9151986329,Laspezia,(779) 7815676,csellers85@opera.com,Constantine Sellers,Hindi,M,2021-10-29
30592945673937,Oxybutynin Chloride,American Health Packaging,Academy Sports Outdoors SUNSCREEN CONTINUOUS SPORT BROAD SPECTRUM SPF 50 Water-Resistant,6737285465,Junglinster,(343) 8654574,lossipenko86@vistaprint.com,Lorrin Ossipenko,Irish Gaelic,F,2021-10-16
4903495157546160483,IBU,"Golden State Medical Supply, Inc.",Lisinopril,7675639014,Bucay,(497) 2814769,lyurchishin87@ezinearticles.com,Lesley Yurchishin,Haitian Creole,M,2022-01-21
5610251739829059,PERFECTION LUMIERE VELVET,CHANEL PARFUMS BEAUTE,Hydroxyzine,7946178883,Chorotis,(522) 5097862,ghabens88@skype.com,Giselle Habens,Bengali,F,2021-11-01
347541065231768,Antibacterial Hand Mousse,ORGANICA (UK) LTD,Phenobarbital,8682922444,Shaykh al Ḩadīd,(124) 9894903,jforshaw89@gnu.org,Jimmie Forshaw,Northern Sotho,M,2021-10-14
3552310531386349,Hepatic-Tone,Energetix Corp,triple antibiotic,1964552869,Moyamba,(735) 5114274,sweiss8a@drupal.org,Stirling Weiss,Kashmiri,M,2022-03-24
3536130177115666,Listerine Smart Rinse,"Johnson & Johnson Healthcare Products, Division of McNEIL-PPC, Inc.",Lamotrigine,5267058440,Kinatakutan,(902) 3006764,dmoens8b@scientificamerican.com,Danice Moens,Polish,F,2022-06-27
4041595957923214,Cephalexin,Jazeera Pharmaceutical,Quinapril Hydrochloride,3810150908,Batugede Kulon,(931) 5142086,agregolin8c@dagondesign.com,Arthur Gregolin,Arabic,M,2022-07-03
3557883804663821,Antioxidant Daily Protectant SPF 50,Goodier Cosmetics LP,DOXEPIN HYDROCHLORIDE,1435465601,Kasungu,(762) 4127318,cshalders8d@msn.com,Cinda Shalders,Pashto,M,2021-12-30
4936815141741326423,Labetalol HCl,BluePoint Laboratories,Liothyronine Sodium,0614394988,Dębno,(790) 1501370,qshoute8e@tmall.com,Quinn Shoute,Afrikaans,F,2021-10-16
3535197386919601,QUALITY CHOICE LUBRICANT EYE,CHAIN DRUG MARKETING ASSOCIATION INC,Flecainide Acetate,5624068611,Independencia,(231) 7934624,vtutt8f@jugem.jp,Valeria Tutt,Persian,F,2022-07-22
3541638394165697,Atenolol and Chlorthalidone,"Watson Laboratories, Inc.",Ortho Evra,2427001791,Likupang,(745) 6578614,cextall8g@acquirethisname.com,Chadwick Extall,Khmer,M,2022-08-23
30287613242350,HOUSE DUST,"ALK-Abello, Inc.",Fungus Fighter,0805647260,Nuga,(744) 6945922,rpicton8h@theguardian.com,Raymund Picton,Polish,F,2022-03-13
67060977093352818,Karaya Gum,"Nelco Laboratories, Inc.",sotalol hydrochloride,9573714159,San Francisco,(415) 8476914,kbollins8i@google.cn,Keven Bollins,Tok Pisin,F,2022-06-16
3569931428125556,Candida,USPharmaCo,GLYCOPYRROLATE,6402458260,São João da Barra,(624) 3454182,ktarver8j@statcounter.com,Kettie Tarver,Amharic,F,2022-04-22
5602255666971073,SUGAR FREE ORIGINAL SWISS HERB COUGH SUPPRESSANT THROAT DROPS,Ricola Ag,Pristiq,0631601953,Markham,(285) 2598537,bcousen8k@bigcartel.com,Brade Cousen,Czech,M,2022-08-08
5602215274329965,Hydrochlorothiazide,"Preferred Pharmaceuticals, Inc.",DIOR SNOW PROTECTION UV,8294616001,Jardín América,(241) 5684746,rpoxton8l@t-online.de,Red Poxton,Macedonian,F,2022-02-12
3547377169440720,Fluconazole,Dr. Reddy's Laboratories Limited,Oxygen,3166976205,Toulon,(624) 6704917,jmoverley8m@theguardian.com,Johannes Moverley,Quechua,M,2021-11-20
201623571181193,THERAFLU,"Novartis Consumer Health, Inc.",FLURBIPROFEN,4080069456,Fuyong,(427) 9754981,wofeeny8n@diigo.com,Wilbur O'Feeny,New Zealand Sign Language,F,2021-12-04
6395102729008676,Simvastatin,Contract Pharmacy Services-PA,Diabetic Siltussin DM DAS-Na,2159112682,Yanahuanca,(812) 7445808,apomeroy8o@spiegel.de,Albina Pomeroy,Pashto,M,2022-01-02
3567548020841992,Sodium Nitrite,Hope Pharmaceuticals,Olanzapine and Fluoxetine,6426245380,Xinli,(222) 8691123,nlipprose8p@chronoengine.com,Niven Lipprose,Belarusian,M,2022-04-14
6382295680470334,Dicyclomine,"Liberty Pharmaceuticals, Inc.",Nitrofurantoin Monohydrate/ Macrocrystalline,8554765524,Singkup,(272) 3962023,wbowes8q@nationalgeographic.com,Wilmer Bowes,Belarusian,F,2022-05-20
0604017049021607,Hydralazine Hydrochloride,REMEDYREPACK INC.,Torsemide,5040426100,Melgar,(533) 4854734,mpetto8r@1688.com,Marci Petto,Italian,F,2021-12-17
30329331388063,Lamivudine and Zidovudine,American Health Packaging,Aspen,8366076911,Pingdi,(954) 3615983,obanbury8s@booking.com,Ogdan Banbury,Italian,F,2022-07-06
5641822748729929,Docusate Sodium,"SDA Laboratories, Inc.",Bromocriptine Mesylate,9059891309,Mūḩ Ḩasan,(472) 3751904,grogeron8t@github.io,Godard Rogeron,Bosnian,F,2022-08-16
3541324040272498,LoHist PEB DM,"Larken Laboratories, Inc.",CUREFINI,6915004521,Stockholm,(166) 1124480,orudham8u@apple.com,Orly Rudham,Assamese,F,2022-06-10
4508095074010116,Cartilago Argentum Joint Support,Uriel Pharmacy Inc.,Cefoxitin,0111934168,Zhengcun,(331) 5511177,pkosel8v@nytimes.com,Prissie Kosel,Bulgarian,M,2022-02-02
5509226334643653,Dendracin Neurodendraxcin,Proficient Rx LP,Lisinopril with Hydrochlorothiazide,0113829019,Ampasimanolotra,(741) 7563774,sludovico8w@godaddy.com,Sidnee Ludovico,Arabic,F,2021-10-12
0604505788500302,Tramadol Hydrochloride,Bryant Ranch Prepack,Lamotrigine,4453797540,Modot,(995) 7534780,rjaimez8x@netvibes.com,Reginauld Jaimez,Māori,F,2022-06-19
3581111377926247,Mustard Seed,"Antigen Laboratories, Inc.",Fluoxetine,6705680903,Acaraú,(844) 6708163,lfleote8y@google.nl,Lorens Fleote,Croatian,F,2021-11-24
5010123636028331,COLD SORE FREE,PUREMEDY,Axe,4411607948,Muqui,(239) 2679800,dbusk8z@mysql.com,Dud Busk,Dari,M,2022-06-15
5100130286594901,Sulfasalazine,Aidarex Pharmaceuticals LLC,COLISTIMETHATE SODIUM,2140702727,Portelinha,(677) 4296110,lscales90@github.com,Linea Scales,Assamese,M,2022-05-01
630415213262207717,Rheumaforce,"BioActive Nutritional, Inc.",Mouth Sore Relief,2094735001,Ceper,(489) 4743949,rcray91@mac.com,Rossie Cray,Czech,F,2021-12-11
3564147913564499,ALPHAGAN P,"Physicians Total Care, Inc.",Ocean Breeze Scented Hand Sanitizer,0150492944,Ebene,(116) 9707342,vcashford92@economist.com,Vernor Cashford,Mongolian,M,2022-05-01
201988924674115,JUNIPERUS ASHEI POLLEN,"ALK-Abello, Inc.",Phytolacca Kit Refill,2293329267,Benito Juarez,(419) 6372477,bmarde93@soup.io,Barnett Marde,Ndebele,M,2022-03-30
3532324106120731,good neighbor pharmacy allergy relief,Amerisource Bergen,losartan potassium,0678800499,Wañgan,(638) 1523575,ielgie94@thetimes.co.uk,Ida Elgie,Arabic,M,2022-07-12
3560182100738543,SUNSHINY DAY SCENTED HAND SANITIZER,"Greenbrier International, Inc.",Verapamil Hydrochloride,9192365639,Ostrów Mazowiecka,(837) 4713781,drubinowitsch95@soundcloud.com,Diane-marie Rubinowitsch,Kurdish,F,2022-03-05
6334812589350241151,SyCircue,Syntrion GmbH,Epifoam,1600954987,Ipoh,(219) 9983922,rpayne96@amazon.co.uk,Rennie Payne,Tswana,F,2021-12-11
4026199040883375,Luminous Shield,"Natura Bisse International, S.A.",cold relief,1303957957,Athens,(718) 2005149,lomond97@netscape.com,Lauritz Omond,Lao,F,2021-09-22
30041492595697,Enalaprilat,Cardinal Health,Promethazine Hydrochloride,7213656368,Gränna,(589) 6063820,dbaumford98@google.es,Dagny Baumford,Afrikaans,F,2022-08-13
5208957265529891,Lorazepam,West-ward Pharmaceutical Corp.,Doxycycline Hyclate,5645610202,Yangping,(161) 4509838,glabat99@cdc.gov,Gris Labat,Kazakh,F,2022-03-04
4508224397105060,Donepezil Hydrochloride,Torrent Pharmaceuticals Limited,AVINZA,0001193139,Remas,(547) 4113173,htendahl9a@youtube.com,Hanny Tendahl,Kashmiri,F,2022-02-10
3584052043914471,NEOCIDIN,Major Pharmaceuticals,citroma,7001321656,Rawasan,(619) 3856513,ebeig9b@ezinearticles.com,Esra Beig,Oriya,F,2022-06-19
564182927948158786,Gillette Sport,Procter & Gamble Manufacturing Company,MENOPAUSE HP,5864147672,Sremčica,(485) 4096965,mtrask9c@cafepress.com,Marlo Trask,French,F,2021-11-21
3546220681230784,MLK Kit F2,"Asclemed USA, Inc.",IBUPROFEN,2328090648,Saint-Quentin-en-Yvelines,(975) 1323834,rgriffitt9d@state.tx.us,Reuven Griffitt,Malagasy,M,2021-11-16
675965407909768938,Lamotrigine,Cardinal Health,Moore Medical Ibuprofen,6358572407,Pataypampa,(565) 8729443,jwayt9e@aol.com,Joana Wayt,Tswana,F,2022-08-23
4175006324131802,Childrens Allergy,QUALITY CHOICE (Chain Drug Marketing Association),Treatment Set TS346791,3102201288,Santa Ana,(340) 6520075,tsibun9f@icq.com,Tess Sibun,Gagauz,F,2022-08-25
3543745472169943,APETYL,"Nartex Laboratorios Homeopaticos, S.A. De C.V.",TAMSULOSIN HYDROCHLORIDE,7086128104,Lubasz,(139) 1723751,afidell9g@nifty.com,Aylmer Fidell,Swahili,F,2022-08-07
3532142009090888,Pain and Fever,"RUGBY LABORATORIES, INC.",PharmaRight Extra Strength Antacid ASSORTED FRUIT,4317703122,Jefferson City,(573) 5369640,mleicester9h@examiner.com,Mohammed Leicester,New Zealand Sign Language,M,2021-11-21
337941295083678,Propranolol Hydrochloride,"Physicians Total Care, Inc.",Health Mart Daytime,0240195779,Sepekov,(779) 4744284,lrimmington9i@cnbc.com,Lida Rimmington,Arabic,M,2022-01-03
3556708060588589,Dr. OH BALM,"Ecometics, Inc.",Exuviance CoverBlend Skin Caring Foundation,9059119851,Alfonso,(781) 1863687,zelcombe9j@gravatar.com,Zoe Elcombe,Icelandic,F,2022-02-12
5610576895494954215,Spironolactone,Qualitest Pharmaceuticals,Hand Sanitizer bottle with carabiner,5448872026,Molina,(272) 1290890,mcraske9k@nsw.gov.au,Marabel Craske,West Frisian,F,2022-04-12
201804082731607,RUE21 Strawberry Antibacterial Hand Sanitizer,ENCHANTE ACCESSORIES INC.,CitraNatal Rx,2306228310,San Quintin,(921) 4926926,forneblow9l@wsj.com,Filippo Orneblow,Indonesian,M,2022-08-31
5451194624924894,Raw Heat,"Raw Health International, LLC",ASPERGILLUS NIGER VAR NIGER,7092603544,Acton Vale,(188) 2192962,ehamberstone9m@unesco.org,Erna Hamberstone,Kannada,F,2021-10-19
30268860245031,CD DIORSKIN STAR Studio Makeup Spectacular Brightening with sunscreen Broad Spectrum SPF30 020,Parfums Christian Dior,OHL O2,0021179859,Caotang,(883) 9689515,tchudleigh9n@ebay.co.uk,Temp Chudleigh,Zulu,M,2021-09-22
56103085400682216,Ibuprofen,SuperValu (Equaline),OXYGEN,9046263312,Cangkreng,(957) 9735576,fsitlington9o@lycos.com,Foss Sitlington,Kashmiri,M,2022-05-05
3547197377310428,amlodipine besylate and atorvastatin calcium,Ranbaxy Pharmaceuticals Inc,Rhumatol,0578697556,Osveya,(249) 9656266,yheale9p@fda.gov,Yehudi Heale,Georgian,M,2021-10-30
3563420542117927,Naproxen Sodium,Granules India Limited,Softlips Coconut Cream,5797189798,Thị Trấn Mường Tè,(817) 6599235,sblackhall9q@gravatar.com,Sigvard Blackhall,Amharic,F,2021-09-20
3577815161071210,Quality Choice Chewable Antacid,Chain Drug Marketing Association,Plak Smacker,7043692903,Sumberrejo,(126) 2639785,balanbrooke9r@parallels.com,Bab Alanbrooke,Moldovan,F,2022-09-01
3535033239998312,Lyrica,Cardinal Health,SHISEIDO RADIANT LIFTING FOUNDATION,8793326610,Oktyabr’sk,(429) 2295909,randreix9s@sciencedirect.com,Rollo Andreix,Papiamento,M,2021-11-23
4041595153099,Nettle,"Nelco Laboratories, Inc.",Regular Strength Buffered Aspirin,7028302598,Fuhai,(432) 7628115,agolder9t@hugedomains.com,Allyce Golder,Georgian,F,2022-04-02
5108752024392421,Kogenate FS,Bayer HealthCare LLC,Pegasys,6845281165,San Miguel Chicaj,(344) 5044524,smachin9u@lycos.com,Sarina Machin,Bosnian,F,2021-11-09
4903085289433329,Pravastatin Sodium,REMEDYREPACK INC.,CLARINS HydraQuench Tinted Moisturizer Broad Spectrum SPF 6 02 BEIGE,6823863749,Burnside,(720) 7836532,ddesorts9v@ucsd.edu,Davy Desorts,Indonesian,M,2022-08-29
5602213395591639,Adinos 40 (Number 125),Paramesh Banerji Life Sciences LLC,Caffeine Citrate,6015729740,Loujiadian,(885) 3950706,palbert9w@de.vu,Padget Albert,Dari,M,2022-07-27
3542192090284500,LEADER ANTIFUNGAL TOLNAFTATE,CARDINAL HEALTH,Sodium Chloride,8839504710,Ilagan,(337) 3958954,hikin9x@yahoo.co.jp,Hervey Ikin,Finnish,M,2021-09-27
6331102398221755,ZOOBY,"Young Dental Manufacturing Co 1, LLC",Mercurius vivus 8,9039339589,Filabusi,(440) 3347212,ddickman9y@typepad.com,Dulcea Dickman,Croatian,M,2022-05-24
676724708963719836,McKesson Unna Boot with Calamine 3,McKesson Medical-Surgical,ZONISAMIDE,5473199542,Rízoma,(430) 9772192,lspincks9z@harvard.edu,Lisha Spincks,Swahili,M,2022-04-01
4017954602199,equaline all day allergy,Supervalu Inc,NICK RELIEF,9022246124,Ilhabela,(404) 6980860,tthorwartha0@sciencedaily.com,Tory Thorwarth,Finnish,M,2022-01-07
3568729100888710,Adonis Crataegus,Uriel Pharmacy Inc.,Topiramate,4625578094,Rama,(440) 7340066,gbuttreya1@scribd.com,Glyn Buttrey,Haitian Creole,M,2022-04-16
3537766130989520,Atropine Sulfate,"General Injectables & Vaccines, Inc",buprenorphine hydrochloride,3266609271,Adelaide Mail Centre,(160) 2452196,eduffila2@google.es,Evan Duffil,Dzongkha,M,2022-03-03
30201434989016,Doxazosin Mesylate,Major Pharmaceuticals,Environmental Adaptation Cold and Dry,7525051488,Itaberaba,(458) 8604115,bbrashiera3@goodreads.com,Bernhard Brashier,English,F,2022-04-27
4911767461974325913,Venlafaxine Hydrochloride,REMEDYREPACK INC.,Genuine First Aid - Home First Aid,7572902162,Bhawāna,(888) 3305778,ilaurencota4@china.com.cn,Ingeberg Laurencot,Khmer,F,2021-09-06
3589489024497818,Childrens Robitussin Nighttime Cough Long-Acting DM,Richmond Division of Wyeth,Fluocinonide,5073181778,Chamni,(202) 2874296,hblabiea5@japanpost.jp,Hanny Blabie,Filipino,M,2021-11-25
3574676571879805,Alprazolam,"Blenheim Pharmacal, Inc.",Mirtazapine,5263937601,Palaiópyrgos,(129) 1954524,qianizzia6@businessinsider.com,Quinton Ianizzi,Bosnian,F,2022-03-23
3581117685227137,Enchanted Moments Mistletoe Kisses Hand Sanitizer,ENCHANTE ACCESSORIES INC.,Arthri-Zen Relief,2117782159,Jiuxi,(603) 9235625,rashplanta7@ucla.edu,Rois Ashplant,Zulu,F,2022-03-02
4911435432988606,citroma,"CVS Pharmacy, Inc",Fluconazole,2885108193,Banjar Taro Kelod,(667) 2298014,sruddimana8@livejournal.com,Seward Ruddiman,New Zealand Sign Language,M,2021-10-06
5602241037339588,ADVANCED HYDRO-LIQUID COMPACT (REFILL),"SHISEIDO CO., LTD.",Methocarbamol,6187805216,Terenozek,(114) 3726982,jfachera9@army.mil,Jarrett Facher,Luxembourgish,M,2022-05-27
5602254313336319,Atenolol,"Physicians Total Care, Inc.",Glyburide and Metformin Hydrochloride,6095174902,Ishqoshim,(782) 3995553,cburkeaa@unc.edu,Colby Burke,Quechua,F,2022-08-07
67616457141327657,Tummy Aches,King Bio Inc.,ENTSOL,9967629460,Plesná,(243) 4607231,jvarleyab@clickbank.net,Jilli Varley,Swedish,M,2021-11-30
3552363355689280,CeraVe,Valeant Pharmaceuticals North America LLC,Lamotrigine,7423405515,Qiujia,(309) 9520885,kferrerac@edublogs.org,Karoly Ferrer,Sotho,F,2022-05-31
5641828531244617585,Lamotrigine,Dr.Reddy's Laboratories Limited,Sanatos,4932517513,Porto Velho,(806) 6632974,ctrankad@jigsy.com,Chere Trank,Bislama,M,2022-05-02
372301557245802,Tussin Original,Select Brand,carvedilol,0878551867,Zhaolingpu,(811) 8290198,csexceyae@cocolog-nifty.com,Corella Sexcey,Polish,F,2022-02-28
3530604748922509,Wal Fex Allergy,Walgreen Company,cough,1624321917,Kardítsa,(135) 6221654,geglinaf@intel.com,Guillermo Eglin,Georgian,M,2021-10-07
3546661072201902,Tree Mixture,"Antigen Laboratories, Inc.",Hair Regrowth Treatment For Men,0922314136,Hong’an Chengguanzhen,(883) 7376149,sdollmanag@va.gov,Shelden Dollman,Papiamento,F,2022-04-19
3587303174673841,CEFPODOXIME PROXETIL,Aurobindo Pharma Limited,MECLIZINE HYDROCHLORIDE,1207339822,Buzovna,(460) 9857486,raslumah@samsung.com,Roldan Aslum,New Zealand Sign Language,M,2022-03-06
3567233722863988,SunscreenSPF 30,"Ningbo Dowland Daily Health Co., Ltd",PreviDent,9096052676,Angelochóri,(585) 5905980,sellacombeai@google.com.au,Sanderson Ellacombe,Dhivehi,M,2022-07-01
6767368472020305,Isomers Clear Skin Acne Treatment Cleanser,Isomers Laboratories Inc,gentle laxative for women,3429063167,Kralupy nad Vltavou,(394) 2398548,mstittaj@narod.ru,Meggy Stitt,English,F,2022-08-24
3561004041091163,Dove,Conopco Inc. d/b/a Unilever,All Day Pain Relief,9057775735,Puteaux,(296) 9833337,cdoreeak@ted.com,Casi Doree,Arabic,F,2022-08-26
6377701115370269,Naproxen,Clinical Solutions Wholesale,Lactulose,2674185856,Machida,(864) 1588836,qdollmanal@spotify.com,Quintina Dollman,Irish Gaelic,F,2022-08-20
06047452065918349,CARTEOLOL HYDROCHLORIDE,Bausch & Lomb Incorporated,MINERAL WEAR TALC-FREE MINERAL AIRBRUSHING BLUSH,0639528821,Słupno,(192) 3442322,hnoadam@samsung.com,Honey Noad,Punjabi,M,2022-03-30
201789976937297,Leader Nicotine,Cardinal Health,Icy Hot No Mess Vapor Cough Suppresant,0181340399,Valtelheiro,(573) 1826184,heckelsan@technorati.com,Herta Eckels,French,M,2021-10-14
5108750863569869,SPF30 EVERYDAY/YEAR-ROUND SUNSCREEN,ORGANIC & SUSTAINABLE BEAUTY,Rescula,5070704796,Lukovë,(464) 5629357,gdimbylowao@homestead.com,Gherardo Dimbylow,Japanese,F,2022-03-22
3574545634855617,bareMinerals bareSkin Pure Brightening Serum Foundation Broad Spectrum SPF 20,"Bare Escentuals Beauty, Inc.",Cefepime,6917678163,Weiyuankou,(222) 6505213,mstatenap@vkontakte.ru,Maurise Staten,Khmer,M,2022-02-28
5100175598162475,Amoxapine,"Actavis Pharma, Inc.",Antibacterial Foaming Hand Sanitizer,6019265714,Nevyts’ke,(639) 8520619,llaaq@unicef.org,Loreen La Wille,Dari,F,2022-06-09
5610439390084797,Up and Up Cold Flu Relief Day Night,Target Corporation,Novana All-In-One One Step Perineal,7989355906,Guimarei,(557) 8228943,dguyonnetar@home.pl,Deirdre Guyonnet,Yiddish,M,2022-03-15
5602218644329012,Nu Skin 180 Degree UV Block Hydrator SPF 18,"NSE Products, Inc.",Carisoprodol,7193257455,Thiès Nones,(122) 3483104,hfidockas@newyorker.com,Helyn Fidock,Luxembourgish,F,2021-11-18
3560097936749623,Refenesen Chest Congestion Relief,Reese Pharmaceutical Co,Arnica Carbo Special Order,3885029065,Galovac,(274) 7841296,bwoolesat@purevolume.com,Brena Wooles,Armenian,M,2021-09-22
30528052011081,ONE TOUCH ADVANCED TOPICAL ANESTHETIC,"HAGER WORLDWIDE, INC.",ProAmatine,1962922960,Lefkoniko,(737) 7518453,ekenwellau@businessweek.com,Emili Kenwell,Maltese,F,2022-08-09
67092650088674296,Varibar Pudding,E-Z-EM Canada Inc,Vivelle-Dot,8189367412,Yanjiang,(474) 8224109,gravenscroftav@japanpost.jp,Gawen Ravenscroft,Filipino,M,2022-07-02
676332894700936026,Lisinopril,ReadyMeds,Metoprolol Tartrate,6587993419,Saurimo,(321) 6362849,rmaryottaw@spiegel.de,Rogerio Maryott,Tajik,F,2022-03-29
3570681499562271,LBEL COULEUR LUXE AMPLIFIER XP,Ventura Corporation LTD.,LANEIGE SKIN VEIL BASE EX No.60 Light Green,5755570485,Cambebba,(204) 4676195,dlivingstoneax@elpais.com,Drusy Livingstone,Aymara,F,2022-01-04
3530577160712477,Quetiapine fumarate,Sun Pharma Global FZE,Fluconazole,9961069633,Jiangxi,(155) 3296709,amaccomiskeyay@illinois.edu,Alisa MacComiskey,Malayalam,M,2022-09-05
4917593495067298,Amlodipine Besylate,REMEDYREPACK INC.,RISPERIDONE,6616684849,Tintafor,(442) 1595125,tmissenaz@mit.edu,Thaine Missen,Hungarian,M,2021-12-02
5602251927255257,"carbidopa, levodopa and entacapone",Wockhardt Limited,Bodycology,1389115461,Balma,(625) 9086475,ceglingtonb0@merriam-webster.com,Creighton Eglington,Indonesian,F,2021-12-06
3579285959186166,CLE DE PEAU BEAUTE SILKY FOUNDATION I,SHISEIDO AMERICAS CORPORATION,Olanzapine,2657434118,Byahoml’,(837) 9765543,sboheab1@usa.gov,Sarah Bohea,Filipino,F,2022-03-31
3587435810097181,Acetaminophen and Codeine,"Amneal Pharmaceuticals, LLC",Long Last Makeup 03,9411169716,Nagqu,(826) 1575660,rechalieb2@baidu.com,Raviv Echalie,Moldovan,F,2021-10-29
3567510519529298,Quik San,Delta Foremost Chemical Corporation,Anti-Diarrheal,4017436587,Abashiri,(724) 9787865,kpersentb3@digg.com,Kimberlyn Persent,Malayalam,F,2022-08-30
372301494881859,Neutrogena Wet Skin Swim Humidity Sweat,Neutrogena Corporation,Tussin DM,1851321462,Padasuka,(465) 3988442,ncaddyb4@goo.ne.jp,Natalina Caddy,Guaraní,F,2022-05-07
3537426375582106,Lisinopril and Hydrochlorothiazide,REMEDYREPACK INC.,DESMOPRESSIN ACETATE,1134179316,Longmen,(312) 1520824,cebyb5@java.com,Charo Eby,Czech,F,2022-09-03
